,asin,product_name,product_rating,product_rate_count,category,description
31,B01H45Z684,"Shure PS24US Replacement Power Supply SLX4, PGX4 or BLX4 Wireless Receiver",4.6 out of 5 stars,87 ratings,"['Electronics', 'Accessories & Supplies', 'Batteries, Chargers & Accessories', 'AC Adapters']","['Make sure this fits\nby entering your model number.', 'Rated input: 100 - 240 VAC, 50-60 Hz, 150 mA maximum', 'Rated output: 12 VDC, 400 mA', 'Leakage current: less than 30 μA', 'Input cable: 72 inches (1.8 meter) long; two-prong plug North American A.C. plug', 'Output cable: 72 inches (1.8 meter) long; DC Coax plug']"
32,B01GNMKYGS,"Labelife Compatible TZe Tape 12mm 0.47 Laminated Black on White TZe-231 TZe 231 Compatible P-Touch PT-D210 PT-H100 PTD400AD PT-P1280 PTD600 PT-1230PC Labeling Maker, 26.2 ft (8m), 2 Pack",4.4 out of 5 stars,35 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', '2-Pack TZ TZe Tape TZe-231 TZE231 Compatibe P Touch Label Makers', 'COLOR: Black on White WIDTH: 1/2 inch (12mm) LENGTH: 26.2 feet (8m)', 'Compatible with Brother P-touch Label Makers: PTH100, PTD200, PTD210, PTD400, PTD600, PTD600VP, PTE100, PTE300, PTE500, PTH300, PTP700, PT18R, PT200, PT550, PT1000, PT1010, PT1090, PT1100, PT1190, PT1280, PT1290, PT1950, PT2030 and more', 'Laminated Tapes: Strong adhesion, Waterproof and Chemical Resistance, Abrasion Resistance, Temperature Resistance', ""Used in normal indoors and outdoors. Easy to Peel, won't leave any trace or residue behind when peeled off the surfaces.""]"
33,B01FM3G9TU,LOGITECH 910-004745 M325c Wrls Mouse Zigzag Red,4.4 out of 5 stars,"3,659 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Mice']","['Make sure this fits\nby entering your model number.', 'Zigzag Red Wireless Mouse M325c']"
34,B01H8MQ4GQ,"COASD Memory Card Reader SD OTG Adapter and USB 2.0 Portable for SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC Card and UHS-I Card",4.3 out of 5 stars,634 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Card Accessories', 'Memory Card Readers']","['Make sure this fits\nby entering your model number.', 'Multi Function Design The standard USB 2 0 plug Type A and micro USB plug Type B combination Making the card reader compatible with all tablets and Android smart phones that support OTG function', 'Support on all OTG device Playback videos music directly from external memory without occupying space on Device Share video or picture to your families or friends in anytime anywhere', 'Manage all your data from to on devices and across multiple platforms Create copy edit move delete rename Open in and so on It supports SDXC SDHC SD MMC RS MMC Micro SD TF Micro SDXC Micro SDHC UHS I memory cards', 'Universal Compatibility and Easy Use Powers via Micro USB USB port No additional power supply needed Easy to take. use and install No additional software installation required No drivers required', 'Note NOT include SD Micro SD cards Does NOT support memory cards over 64GB because of limited current provided by mobile device']"
35,B01HETFPK4,Bose SoundLink Color Bluetooth Speaker II - Aquatic Blue,4.3 out of 5 stars,"3,977 ratings","['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
36,B01GJ0TQP4,0,0,0,0,0
37,B01H59ADMI,"MacBook Air 13 Inch Case (Release 2010-2017 Older Version),iCasso Rubber Coated Soft Touch Hard Case with Keyboard Cover Only Compatible MacBook Air 13 Inch (Model:A1369/A1466), Blue&Purple Medallion",4.5 out of 5 stars,367 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Bags, Cases & Sleeves']","['Make sure this fits\nby entering your model number.', '[NOTE]: ONLY Compatible with Apple Macbook Air 13 inch Model A1369 And A1466 (Release 2010-2017 Older Version). Not compatible with other MacBook model.Please kindly check model number ""A1xxx""on the back of the MacBook before your purchase.', ""[Lightweight & 360°Protection]:Only 10 oz,you'll feel your Macbook more natural in hand.Crafted with durable rubberized plastic for maximum protection from bumps, scratches, and every day wear and tear."", '[Fully Access & Fully Vented ]:Two-piece design that easily snaps on and off your MacBook. Plug your charger, cable or headset without removing the case. Fully vented holes that will ensure your devices have good heat dissipation.', '[Stylish Design & Soft Touch]: NO Cut Out design with high quality printing with everlasting colors- perfect for adding some extra flair to your MacBook devices.The apple logo will shine through Faint light when the laptop is on .With durable rubberized coating and rubberized feet to keep your laptop cool and firmly in place .', 'This product is designed and sold exclusively by iCasso. Only buy from iCasso to get genuine iCasso products with manufacturer warranty and superb customer service.As well as a fantastic option for gifts.']"
38,B01G6K407Q,"Univivi Infrared Illuminator, 850nm 6 LEDs 90 Degree Wide Angle IR Illuminator for Night Vision,Waterproof LED Infrared Light for IP Camera,CCTV Security Camera",4.0 out of 5 stars,160 ratings,"['Electronics', 'Security & Surveillance', 'Accessories', 'IR Illuminators']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
39,B01FQOQNL4,AWINNER Official Galaxy Note5 Stylus Touch S Pen EJ-PN920 for Galaxy Note 5 SM-N920 -Free Lifetime Replacement Warranty (Silver),3.3 out of 5 stars,"1,393 ratings","['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Styluses']","['S Pen for Samsung galaxy Note 5', 'Fits All US Carriers At&t, Verizon, T-Mobile, Sprint, US- Cellular', 'Premium Material Quality', 'Package Includes: 1x S-Pen replacement for Samsung Galaxy Note 5', 'What You Get: Free Lifetime Replacement Warranty']"
40,B01FTYBOC4,"Power Strip Surge Protector with 6 USB Charging Ports and 6 Outlets, 6ft Heavy Duty Extension Cord, 1625W/13A Multiplug for Multiple Devices Smartphone Tablet Laptop Computer -White",4.0 out of 5 stars,"2,544 ratings","['Electronics', 'Accessories & Supplies', 'Power Strips & Surge Protectors', 'Surge Protectors']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
41,B01G6SU4G4,"Replacement Audio Cable Cord for Bose QC25, QC35, QuietComfort 25, QuietComfort 35, On-Ear 2,OE2,OE2i Headphones Inline Mic/Remote Control – Black",4.4 out of 5 stars,205 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Extension Cords']","['Make sure this fits\nby entering your model number.', 'Compatibility: Replacement upgraded audio cable Compatible with Bose QuietComfort 25 / 35 / 35 (Series II) QC25 / QC35 II / QC35 /On-Ear 2/OE2/OE2i/Soundlink/SoundTrue Headphones.', 'Superior Sound Quality: The audio cable is made with gold plated connectors which ensures extreme clarity audio transmission so that you can enjoy the pure and natural music.', 'Premium Material: The Bose headphones replacement cord is made of TPE. Tangle free design and Improved cover circuit board construction ensure extreme durability.', 'Multifunction Cable: Includes built-in Remote & Microphone for Apple&Smartphone Devices, provides extra convenience for hands-free calls and music operation.', 'Worry-free Warranty: This headphone replacement cable comes with 12 months warranty. Please don’t hesitate to get back to us if you need help or replacement. We truly stand behind our products.']"
42,B01GI93F76,Logitech - M325c Wireless Optical Mouse - Red Harlequin,4.4 out of 5 stars,"3,659 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Mice']","['Make sure this fits\nby entering your model number.', ""Logitech M325c Wireless Optical Mouse. This mouse utilizes wireless USB connectivity for a wireless range up to 32.8'. Three buttons and a tilting scroll wheel make navigation easy."", 'AA battery', 'Nano receiver']"
43,B01GF5AGN4,"AmazonBasics Portable Wireless Bluetooth Speaker, Blue",4.1 out of 5 stars,"3,529 ratings","['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']","['Make sure this fits\nby entering your model number.', 'Portable Bluetooth speaker with 33-foot wireless range for streaming music, podcasts, and more from your compatible Bluetooth-enabled device', '2 internal 2.5-watt speakers and 2 full-range drivers for high-quality sound; provides rich bass without distortion, even at highest volume', '3.5mm aux in jack for connecting non-Bluetooth audio devices', 'Rechargeable battery allows for up to 8 hours of playtime on a full charge; small and lightweight for take-anywhere convenience', 'Built-in microphone for hands-free speakerphone calling; choice of stylish colors']"
44,B01GT6L0X4,"LaoDa Home Travel AC Power Adapter Wall Charger for Motorola XOOM MZ600 MZ601 MZ604 MZ606 Tablet Tab (12V,1.5A)",3.6 out of 5 stars,80 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Chargers & Adapters']","['Make sure this fits\nby entering your model number.', 'Universal 3.6ft/1.1m Motorola AC Power Travel Wall Charger Adapter, Durable cord for extendable reach and use.', 'Perfectly compatible with Motorola XOOM MZ600 MZ601 MZ604 MZ606.', 'Built-in IC chip and advanced circuitry to prevent overcharging.', 'Small size and light weight for convenient carrying and easy storage, Power up your device anywhere, anytime.']"
45,B01HENRCVK,"HDMI Switch 3X1 with IR Control,4K60Hz,HDCP 2.2 HDMI 1.4,Dolby Atmos & DTS:X, 3 Port hdmi switcher,No Need Extra Power Adapter",5 out of 5 stars,122 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Distribution', 'Selector Switch Boxes']","['Make sure this fits\nby entering your model number.', '【4K60HZ+HDMI1.4】 3 input ports: expand the capabilities of your UHD TV, connect up to 3 HDMI compatible devices. High resolution up to 4K@60Hz (4:2:0). Umcompressed audio: Dolby Atmos, DTS: X, Dolby TrueHD, DTS-HD Master Audio, PCM7.1. High compliance with HDCP 2.2/1.4 to prevent copying of digital audio and video content as it travels across connections.', '【Plug-in Switch】Switch easily between devices by using infrared remote control while sitting in your sofa or lying in bed. With physical switch button to a single display, reduce the mess of cable connection on your TV. A new source is inserted, the switch will switch to it automatically. The selected source is removed, it switch to the first active source (Priority: 1>2>3). After power cycle, it can remember the last active input.', '【Wide range compatibility】AV Access HDMI1.4 switches compatible can compatible with HDMI devices, such as Amazon fire TV/ Apple TV/ VCD and DVD Plyer/ PS3/4/4 PRO, X-BOX One etc. When connect with XBox One S, PS4 Pro, Nintendo Switch, NES Classic, please set the output resolution of those devices to 4K60Hz(4:2:0 8bit) or below. Because it highly supports 4K@60Hz(4:2:0). Or purchase our HDMI2.0 4K60Hz(4:4:4) 4KSW41-H2.', '【Easy to Use】1. Low power consumption, get power from source devices via HDMI cable. Spare optional DC 5V USB power port is available for various requirement. 2. Industrial design with metal chassis brings better cooling & stable performance than plastic material.', '【High Reliability】Certificated by FCC, CE. Preventing thunder strikes, built-in superior ESD Protection: +/- 8KV(Air-gap discharge) +/- 4KV(contact discharge). 1-Year Warranty, and easy-to-reach friendly customer service (AV Access).']"
46,B01H14SFRM,"HOLSEM 12 Outlets Surge Protector Power Strip with 3 Smart USB Charging Ports (5V/3.1A) and 6' Heavy Duty Extension Cord, White",4.7 out of 5 stars,"1,531 ratings","['Electronics', 'Accessories & Supplies', 'Power Strips & Surge Protectors', 'Surge Protectors']","['No deductibles or added costs. Parts, labor and shipping included.', 'Drops, spills and cracked screens covered from day one for portable products only.', ""Other breakdowns covered after the manufacturer's warranty expires."", ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
47,B01GDLXW40,0,0,0,0,0
48,B01G26R13Y,"PNY Elite-X 32GB microSDHC Card with Adapter-UHS-I, U3 - up to 90MB/sec (P-SDU32U390EX-GE)",4.1 out of 5 stars,222 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Cards', 'Micro SD Cards']","['Your Rescue Plan documents will be delivered to you via email only to the address associated with your Amazon.com account and can be found in your account message center within the Buyer/Seller Messages.', 'If your device stops working, the Rescue data recovery plan will recover the data from the failed device and return it to you on a new piece of external storage media.', 'Covers new removeable flash memory device of any brand when purchased within 30 days (receipt must be retained for purchases not on the same transaction).', 'Free shipping for in–lab data recovery; 24/7 online case status tracking', 'If your data isn’t recovered, you get your money back.']"
49,B01FLV2YWE,"Vtin 20W Bluetooth Speakers, V5.0 Portable Bluetooth Speaker with TWS, 30H Long Playtime, Loud Stereo Sound, IPX6 Waterproof Speaker, Detachable Hook, Wireless Speaker for home, Backyard, Pool, Party",4.5 out of 5 stars,"2,204 ratings","['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']","['20W LOUND STEREO SOUND: Vtin Bluetooth Speaker delivers crisp and clear sound with impressive volume by20W drivers and unique enhanced bass, can transmit up to 2000 square foot; Super bass booms with less than 1% total harmonic distortion even at max volume.', '30H WORRYFREE BATERRY LIFE: Never worry about a long journey. Built-in 4400mAh rechargeable battery guarantees up to 30 hours non-stop playtime at 50% volume. Enjoy your music over 1 week for a average of 4 hours a day on a single charge', 'STABLE & EFFECTIVE CONNECTIVITY: Bluetooth 5.0 ensures fast instant pairing and maintains a solid connection 33 feet away. The speaker automatically reconnects to the last used device and connects to the device in just 3 seconds.', 'TWS PAIRING ACHIEVES 40W MUSIC ENJOYMENT: Mpow portable Bluetooth speaker supports 2 Punker speakers to be paired with the same device at the same time, with powerful beating to achieve double volume, ideal for iPhone, smartphone, computer, Chromebook.', 'RUGGED IPX6 WATERPROOF OUTDOOR SPEAKER: Rugged metal shell outdoor speaker can resist a certain impact, ensuring that the speaker resists soft mist and water splashes (not partially or completely immersed). detachable Carabiner can be hung on the bag']"
50,B01GAONOAC,Logitech G910 Orion Spectrum RGB Mechanical Gaming Keyboard USB (920-008012),3.9 out of 5 stars,172 ratings,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']","['Make sure this fits\nby entering your model number.', ""World's fastest RGB Mechanical gaming Keyboard: exclusive Romer-G mechanical switches with up to 25 Percent faster actuation"", 'Customizable RGB illumination: personalize individual key lighting from a palette of 16 million colors', 'Arx control app And smartphone dock: instantly access in-game data on your smartphone or tablet without interrupting the game', '9 programmable G-keys: create custom game macros to execute complex commands with Lightning speed and accuracy', 'Dedicated media controls: one-touch control panel for quick access to play, pause, mute, volume and skip']"
51,B01GLRX81I,"EVGA GeForce GTX 1070 Founders Edition, 8GB GDDR5, LED, DX12 OSD Support (PXOC) Graphics Card 08G-P4-6170-KR",4.2 out of 5 stars,72 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Graphics Cards']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
52,B01GJR4SZA,BlitzWolf Portable Wireless Speakers Waterproof 10W 2000mAh IPX5 Water-Resistant Hands Free Wireless 8+ Hours MP3 Music Player for Home Shower and Outdoor Activity Blue,4.1 out of 5 stars,38 ratings,"['Electronics', 'Portable Audio & Video', 'Portable Speakers & Docks', 'Portable Bluetooth Speakers']","['Make sure this fits\nby entering your model number.', '2*5W Powerful Speakers -- Built with 18 core 50mm 5W*2 speakers, playing with HiFi crystal clear sound quality and robust bass that you can hardly find better one of the same configuration.', '8 Hours Working Time -- Keep working for up to 8 hours per charge with the 2000mAh Lithium battery with 70% volume.', 'IPX5 Water-Resistant -- A must-have outdoor music player with IPX5 water resistibility, built in Water-Resistant Mic shock proof and Water-resistant TPU shell, constructed as you can see from the appearance.', 'Hands Free & AUX Port -- Noise reduction and a watertight seal the handsfree function, answer phone call by pushing hands free button, you can also connect the speaker with any of your devices with audio cable(Package included).', 'Lifetime Quality Care -- BlitzWolf awards 30 days money free back, 18 months seller warranty and lifetime dedicating support to assure your long term enjoyment.']"
53,B01FYXBKM4,Andoer Metal Conical Snoot with Honeycomb Grid 5pcs Color Filter Kit for Bowens Mount Studio Strobe Monolight Photography Flash,4.5 out of 5 stars,60 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Lighting', 'Strobe Lighting', 'Monolights']","['Make sure this fits\nby entering your model number.', 'The snoot is designed to help you focus the light and pinpoint the product details.', 'Comes with honeycomb, more convenient and accurate.', 'Compatible for Bowens mount studio photography light.', 'Five color filters(Transparent, red, green, blue and yellow) create effects at different color temperatures.', 'Made of high quality aluminum alloy, more durable.']"
54,B01GNO3G48,"Cyxus Blue Light Filter Computer Glasses for Blocking Headache [Anti Eye Eyestrain] Transparent Lens Gaming Glasses, Unisex (Men/Women)",4.0 out of 5 stars,"1,501 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Blue Light Blocking Glasses']","['Synthetic', 'BEST BLUE LIGHT BLOCKING GLASSES--Anti harmful blue ray, provide all-day protection, against the detrimental effect high energy visible blue light and UV419.', 'DUSTPROOF PC LENS--uv blue light bloking glasses women/men are made of PC material, which is stronger and clearer, bring you good visual experience.', ""UPGRADE NOSE PADS GLASSES- Anti-blue glasses are stronger with five hinges and an enhanced nose pad, more suitable and pressure-free for you. You won't feel pain, and you won't have to worry about the traces on your nose."", 'REDUCE EYESTRAIN & SLEEP BETTER--Enjoy your digital time, NOT worry about eye fatigue, blurred vision and headache at all, Blue light blocker for your eyes.', 'LIFETIME WARRANTY--We provide all blue light blocking glasses lifetime warranty, You have no risk to try and we will provide you the best service!']"
55,B01F9RGWF0,"AmazonBasics Nylon Braided Lightning to USB A Cable, MFi Certified iPhone Charger, Silver, 6-Foot",4.2 out of 5 stars,"15,048 ratings","['Cell Phones & Accessories', 'Accessories', 'Cables']","['Apple MFi certified charging and syncing cable for your Apple devices', 'Apple MFi certification ensures complete charge and sync compatibility with iPhone X / 8 Plus / 8 / 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad Pro / iPad Air / Air 2 / iPad mini / mini 2 / mini 4 / iPad 4th gen / iPod Touch 5th gen / iPod nano 7th gen and Beats Pill+', 'Connects to your iPhone, iPad, or iPod with Lightning Connector and charges/syncs by connecting the USB connector into your wall charger or computer; small connector head fits most cases', 'High-quality copper wires promote maximum signal quality and strength', 'Durable nylon fiber cloth for protection, strength, and flexibility', 'An additional layer of protection has been added to the Lightning and USB ends to improve durability and reduce fraying; Cables have been tested to bend 95-degrees 4,000 times', 'Backed by an AmazonBasics 1-Year Limited Warranty']"
56,B01FX3K7T2,"DisplayPort to HDMI 6 Feet Gold-Plated Cable, Avacon Display Port to HDMI Adapter Male to Male Black",4.0 out of 5 stars,494 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'DVI-HDMI Adapters']","['Make sure this fits\nby entering your model number.', 'Convenient cable directly connects a DisplayPort (DP, DP++, DisplayPort++) equipped computer to an HDTV, monitor, or projector with HDMI input', 'Transmits high-definition audio and video from your computer to an HDTV for video streaming or gaming; Connect and configure your monitor for an Extended Desktop or Mirrored Displays', 'Supports video resolutions up to 1920x1200 / 1080P (Full HD) and flawless audio pass-thru for uncompressed digital 7.1, 5.1 or 2 channels', 'Gold-plated cord, bare copper conductors, and foil & braid shielding combine together to provide both superior cable performance and reliable connectivity', 'DisplayPort connector with latches provides a secure connection with a release button that must be depressed before unplugging']"
57,B01GBWIOLC,75ft Weather Seal Quad Shield Outdoor 3GHZ RG-6 Coaxial Cable 75 Ohm (Satellite TV or Broadband Internet) Anti Corrosion Brass Connector RG6 Fittings Assembled in USA by PHAT SATELLITE INTL,4.6 out of 5 stars,29 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Video Cables', 'F-Pin-Coaxial Tip']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
58,B01G28KH3S,HDTV SCEPTRE 142022370010C Remote Control Controller Replacement for X405BVFMDU X405BV-FMDU X405BVFMQR X405BV-FMQR X409BVFHDR X409BV-FHDR,4.5 out of 5 stars,133 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Remote Controls & Accessories', 'Remote Controls']","['Make sure this fits\nby entering your model number.', 'Sceptre TV Remote control', 'Model: 142022370010C', 'X405BVFMDU X405BV-FMDU X405BVFMQR X405BV-FMQR X409BVFHDR X409BV-FHDR']"
59,B01G5SBBV2,Edelin Bluetooth Headphones - Wireless Earbuds with Mic HD Stereo Noise Cancelling Waterproof IPX7 for Sport Running Gym - Earphones Compatible iPhone 8 X Samsung Galaxy S9 Android iOS - Headset,4.2 out of 5 stars,784 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
60,B01FYKV28Y,"4-Pack USB C Type-C to MicroUSB Converter + TypeC to USB 3.0 Adapter, PoweBot PB330 High-Speed Type C Universal Sync Charge Connector for MacBook, Nexus 6P 5X, LG G5, OnePlus, Lumia 950, HTC, Zenpad",4.2 out of 5 stars,19 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['UNIVERSAL 4 PACK BUNDLE including 2 x USB TYPE-A 3.0 Female to Type-C + 2 x Micro USB Female to Type-C adapter to convert the connectors to the USB Type C standard', 'SMART REVERSIBLE DESIGN- Smart connecting design features reversible connector to easily plug and unplug witH no driver required!', 'SIMPLE & CONVENIENT- Simply plug a standard MicroUSB or USB Type A cable into the female connector of PB330 and you are ready to sync, transfer data and charge your Type-C supported devices', 'ULTRA FAST DATA SYNC, TRANSFER & CHARGE- Features sync speed up to 5Gbps when using Type C to USB Type A 3.0 adapter for data transfer including musics, video, and others', 'FITS & COMPATIBLE WITH ALL TYPE-C SUPPORTED DEVICES- HTC 10, LG G5, Nexus 5X, Nexus 6P, OnePlus2, Microsoft Lumia 950, Apple MacBook 12-inch, Google Chromebook Pixel and other USB-C compatible computers']"
61,B01FLIQXPG,"Compatible Brother P-Touch 12mm Flexible id Tape TZeFX231 TZe-FX231 FX231, Brother TZe Tape 12mm 0.47"" Laminated White for Brother Label Maker P Touch Cube PT-D210 PT-H110,(26.2ft)(4 Pack)",4.3 out of 5 stars,25 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', 'Greateam 12mm 0.47 Laminated White Flexible ID Tape Compatible for Brother P-Touch Label Maker TZe Flexible ID Tape TZeFX231 TZe-FX231 FX231, Width: 0.47 Inch (12mm), Length: 26.2 Feet (8m) each.4-Pack', 'Compatible for Brother Laminated Flexible ID 1/2 Inch 0.47 Tape, THIS TAPE FEATURES our laminated tape process and a specially formulated adhesive. Great for wrapping around an item. Perfect for labeling cylindrical surfaces such as cables, PVC piping, etc. Best suited for wire wrapping and flagging. Split Back is easy to remove. Resists fading, abrasion, and damage from water, heat or cold.', 'For Use with Brother P-touch Label Maker: PT-P300BT P-Touch Cube PTD-210 PT-D400AD PT-H110 PT-D600VP PT-1290 PT-D400 PT-D400VP PT-D200 PT-2730VP PT-2730 PT-D450 PT-1890C PT-1750 PT-P710BT PT-1880C PT-1880w PT-2030 PT-D600 PT-1230PC PT-P750W PT-1890w PT-1890SC PT-P700 PT-1880 PT1880C PT-H100 PT-H300 PT-P900W PT-P900W PT-P750W PT-1280 PT-P750WVP PT9700PC etc.', 'Our laminated label tapes Great quality and long lasting. Widely used in office, school, home, factory, warehouse, hotel, lab, supermarket, restaurant applications, telecommunication industrial and so on, help you organize your workplace efficiently.', 'With 24 month warranty, all products in Greateam are certified by ISO9001 and ISO14001. The good performing rate is more than 98%.']"
62,B01FHC02FI,"RJ45 Coupler(10-Pack), CableCreation in Line Coupler Cat6/5e/5 Connectors Ethernet LAN Network Cable Extender Adapter Female to Female,Silver",4.2 out of 5 stars,168 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Connectors & Adapters']","['Make sure this fits\nby entering your model number.', 'Female to female RJ45 coupler: It’s perfect to connect 2 ethernet cables on each end. Extend to your cable without signal loss.', 'Data Speed: This 8P8C female to female Ethernet coupler can speed up to 1000 Mbps (or to 1 Gigabit per second) when you join two Cat5e cables together.', 'Safety: Gold Plated connector, Easy snap-in retaining clip to ensure a secure and corrosion free connection.', 'Compatible with: This RJ45 coupler extender is compatible with Cat 5e ,Cat5 etc network.', 'What you get: RJ45 Coupler x 1Pack, CableCreation offer lifetime warranty and free Technical support,also 24-hour Customer Service']"
63,B01G8JO5F2,"SENSO Bluetooth Headphones, Best Wireless Sports Earphones w/Mic IPX7 Waterproof HD Stereo Sweatproof Earbuds for Gym Running Workout 8 Hour Battery Noise Cancelling Headsets",4.0 out of 5 stars,"32,560 ratings","['Electronics', 'Headphones', 'Earbud Headphones']","['Make sure this fits\nby entering your model number.', 'True HD high Fidelity sound featuring latest Bluetooth 4.1 CSR technology and state of the art acoustic components that produce incredible sound quality with deep bass and crystal clear treble.', 'Comfortable and secure fit with IPX-7 waterproof rating - activbuds feature ergonomically designed flexible ear hooks with gel Flex silicone earbuds to ensure your headphones stay comfortably firm in place to guarantee fatigue free ears and tangle free comfort.', 'Longest battery life - the new and improved Lithium polymer battery allows seamless enjoyment of music for up to 8 hours and 240 hours stand-by with a quick charge of only 1.5 hours.', 'Bluetooth V4.1 wireless technology with CVC 6.0 noise suppression technology - connect seamlessly with all Bluetooth enabled devices up to 30 feet away. With noise suppression technology focus on your favorite music and answer calls without skips or missed words.', ""1 year warranty and bonus items - bonus accessories with 1-year Manufacturer's warranty and 30 days no-questions-asked return policy. Value for money guaranteed, buy the Senso activebuds worry free today.""]"
