,asin,product_name,product_brand,product_rating,product_rate_count,category,description
14,B00QV4IPVA,UGREEN HDMI 90 And 270 Degree Right Angle Adapter Gold Plated High Speed HDMI Male to Female Connector Adapter for Roku TV Stick (pack of 2),UGREEN,4.6 out of 5 stars,97 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'Gender Changers']","['Gives you the flexibility you need without risking bending your HDMI cables excessively which may damage the cable or even worse the ports on your expensive equipment, effectively protect devices been damaged by multiple plug & unplug, extend lifespan of devices and hdmi cable', 'Higher Resolution: this hdmi adapter right angle supports resolution up to 4Kx2K, supports 1440P, 1080P, 1080I, 720P, 480P', 'Practical HDMI Adapter: supports Audio Return Channel, HDMI Ethernet Channel and 3D', 'Broad Compatibility: this 90 and 270 degree HDMI connector works for any devices that has HDMI port, also the best choice for connecting TV stick to TV, like Roku. Compatible with all version HDMI cable', 'Warranty: 12 months warranty and lifetime customer service']"
15,B00NVSR2H2,"Kenwood KFC-1665S + KFC-6965S 6.5"" 300W 2-Way Plus (2) 6x9 400W 3-Way Car Speakers",Kenwood,4.1 out of 5 stars,234 ratings,"['Electronics', 'Car & Vehicle Electronics', 'Car Electronics', 'Car Audio', 'Speakers', 'Coaxial Speakers']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
16,B00UGEA5IM,Apple MacBook Air MJVP2LL/A 11.6-Inch Laptop (256 GB),Apple,4.1 out of 5 stars,509 ratings,"['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Laptops', 'Traditional Laptops']","['Make sure this fits\nby entering your model number.', '1.6 GHz dual-core Intel Core i5 (Turbo Boost up to 2.7 GHz) with 3 MB shared L3 cache', '4 GB of 1600 MHz LPDDR3 RAM; 256 GB PCIe-based flash storage', '11.6-Inch (diagonal) LED-backlit Glossy Widescreen Display, 1366 x 768 resolution', 'Intel HD Graphics 6000', 'Mac OS, Up to 9 Hours of Battery Life']"
17,B015JX3JVY,"ArmorSuit Amazon Fire 10 (10.1"" - 2015 Release) Anti-Glare Screen Protector Max Coverage MilitaryShield Screen Protector for Amazon Fire 10 (10.1"" - 2015 Release) - Matte",ArmorSuit,3.8 out of 5 stars,189 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Screen Protectors']","['Make sure this fits\nby entering your model number.', 'ArmorSuit MilitaryShield Kit for Amazon Fire HD 10 includes our MilitaryShield piece(s), Installation Solution, Squeegee, Lint-free cloth, and Installation Instructions.', 'Anti-glare Matte MilitaryShield to reduce glare and improve visibility in bright environments. Easy application with flexible material is designed for maximum full coverage on curved corners and edges on your device.', 'Created from scratch-proof, ultra-tough, matte finish, military-grade, yellow-resistant material and is custom fit for each particular gadget and device with full body and screen protection.', 'MilitaryShield has self-healing technology, which helps eliminate minor scratches on the film all by itself. Significantly reduces dust, oil and fingerprint smudges.', 'ArmorSuit stands behind the quality of our MilitaryShield products to ensure 100% Satisfaction to all of our customers. All ArmorSuit MilitaryShield products are backed by Lifetime Replacement Warranty. Made in USA.']"
18,B00K3K8TKA,V-MODA XL Black Memory Cushions,V-MODA,4.5 out of 5 stars,936 ratings,"['Electronics', 'Headphones', 'Over-Ear Headphones']","['Perfectly designed to enhance comfort and passive noise isolation for ears of any size through extended listening sessions', '20% larger in diameter, 30% deeper, and with a 72% increase in volume when compared to the size of the standard V-MODA cushions', 'Create a stress-free & spacious listening environment to enjoy complete tonal balance', 'Compatible with the entire V-MODA Crossfade Series of over-ear headphones', '1-Year and six-star service']"
19,B01BOLIT5Q,"CAMVATE Crab clamp with 5/8""-27 Thread for Microphones",CAMVATE,4.6 out of 5 stars,77 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Lighting', 'Mounting Hardware']","['Maximum load: 2KG', 'Minimum opening diameter :9mm', 'Maximum opening diameter: 50mm', 'Standard 5/8""-27 Male Thread', 'Easy install to shelves, plate glass, cross bars, steel or desktop.']"
20,B00LH0B1LY,"Elite Screens Yard Master 2, 100 inch Outdoor Projector Screen with Stand 16:9, 8K 4K Ultra HD 3D Portable Fast Folding Movie Theater Cinema 100"" Indoor Foldable Rear Projection Screen, OMS100HR2",Elite Screens,4.4 out of 5 stars,118 ratings,"['Electronics', 'Television & Video', 'Projection Screens']","['Make sure this fits\nby entering your model number.', '100-inch Diagonal, 16:9 Aspect Ratio. View Size: 49.0"" H x 87.0"" W. Overall Size: 79.1"" H x 92.3"" W x 36.7"" Leg Size. Silver Aluminum Frame.', 'WraithVeil, 2.2 Gain. 4K Ultra HD,Active 3D, and HDR ready Projection Ready. 160 degree wide viewing angle, textured PVC surface, rear projection screen material. Mildew resistant, and easy to clean with soap and water.', 'Assembles in minutes without the use of tools! Lightweight aluminum square tube construction easily transports with included padded carrying bag. Screen is mildly weather resistant, but should not be left exposed to the elements for extended periods of time. For maximum longevity, disassemble screen and store away indoors.', 'Features a fully tensioned, snap button frame that ensures a flat projection. Includes: single-piece aluminum frame with detachable legs, screen material, carrying bag, ground stakes, rigging cord, and support rings.', ""2-Year / 3-Year ENR-G, Manufactures Warranty by Elite Screens' an ISO9001 manufacturer since 2004 and Lifetime Tech Support by Email, Web Chat or Toll Free Phone Call by Elite's Professional Service Team.""]"
21,B013J7L6BM,G.Skill Ripjaws V 16GB (2X 8 GB) (Dual Channel Kit) 3000MHz DDR4 288-Pin DDR4 SDRAM Desktop Memory (F4-3000C15D-16GVR),G.Skill,4.2 out of 5 stars,33 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Memory']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
22,B01DGXCU8C,SINCODA 5 Pack 6Ft Modular Coiled Telephone Handset Cord for Telephone/Handset Black Curly Cord,SINCODA,3.8 out of 5 stars,69 ratings,"['Electronics', 'Accessories & Supplies', 'Telephone Accessories', 'Telephone Cords']","['Make sure this fits\nby entering your model number.', 'HIGH QUALITY - RJ11 connectors on each end - gague is 4P4C.', ""Ideal replacement for your telephone's handset cord."", 'UNIVERSALLY compatible coiled handset cord with all telephones manufacturers including AT&T, Cisco, NEC, Rolm, ITT, & Tie', 'Suitable for coiled telephone analog phone, fax and modems.', 'Extended length coiled cord grants you more line while working in the office or at home.']"
23,B00QXZ0CY0,"LimoStudio Photography Photo Studio 24"" x 36"" New Handheld 5-in-1 Collapsible Lighting Reflector Oval Panel Board Disc, AGG1488",LimoStudio,3.6 out of 5 stars,26 ratings,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Lighting', 'Lighting Controls & Modifiers', 'Reflectors']","['Make sure this fits\nby entering your model number.', '100% Nylon', 'Imported', '(1) x 24"" x 36"" Handheld 5-in-1 Collapsible Lighting Reflector Oval Panel Disc', '(1) x Zipped Round Carrying Bag']"
24,B00K4NVRRI,"The Friendly Swede Stylus Pen Replaceable Micro-Knit Mesh Tip - Capacitive Touchscreen Stylus, Tablet Styli with Lanyards, Screen Cleaning Cloth and Replacement Tips (3 Pack)",The Friendly Swede,4.8 out of 5 stars,"3,332 ratings","['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Styluses']","[""THE ORIGINAL REPLACEABLE TIP STYLUS: The Friendly Swede's capacitive touch screen stylus pen allows you to enjoy smoother and easier typing, drawing and gaming on your tablet, smartphone or any other capacitive touchscreen device while protecting it against grease, and scratches. Comfortable length at 5.3'' (13.5 cm)"", 'DURABLE, QUALITY DETAILS: Aluminum and steel body with high quality micro-knit fiber tips - good for months of usage with a nice quality look. Save money and environment by replacing tips instead of disposing entire stylus pen. 3 spare tips included - find more searching: B00LIHFPWC', 'COMPATIBLE: Our styli work the same way your finger does - 100% compatible with all capacitive screen devices including tablets and smart phones. Is not compatible with Ipad pro 12.9 or Microsoft Surface. Capacitive pens use no batteries or bluetooth connection.', 'VALUE-PACK: Bundle also includes 3 x Spare Fiber tips, 3 x 15"" detachable elastic stylus lanyards and a 5.5” x 3.0"" microfiber screen cleaning cloth.', 'FRIENDLY WARRANTY: We take pride in delivering top quality products and are proud to offer our Friendly Swede Lifetime Warranty on this product. Order now for worry free shopping!']"
25,B017HJMLDU,Captain O-Ring - Rubber Oring Keyboard Switch Dampeners Blue [40A-R 0.4mm] Reduction (135 pcs w/ screen cloth),Captain O-Ring LLC,4.6 out of 5 stars,55 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboards']","['Make sure this fits\nby entering your model number.', '0.4mm travel reduction for a softer landing and better shock absorption', 'Significantly reduces keyboard sound level', 'Minimizes finger fatigue by shortening travel and lessening impact', 'High quality EPDM rubber resists cracking and tearing', 'Includes 135 O-Rings & Captain O-Ring Screen Cleaning Microfiber Cloth']"
26,B00NROWP9A,"MOSISO Silicone Keyboard Cover Compatible with MacBook Pro 13/15 Inch (with/Without Retina Display, 2015 or Older Version),Older MacBook Air 13 Inch (A1466 / A1369, Release 2010-2017), White",MOSISO,4.2 out of 5 stars,"2,625 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Keyboards, Mice & Accessories', 'Keyboard & Mice Accessories', 'Keyboard Skins']","['Make sure this fits\nby entering your model number.', 'Compatible with Older Version MacBook Air 13 inch (models: A1369 & A1466, Release 2010-2017), Older Version MacBook Pro 13 inch with Retina Display (models: A1425 & A1502), Older Version MacBook Pro 15 inch with Retina Display (model: A1398), Old Version MacBook Pro 13 inch with CD-ROM Drive (model: A1278), Old Version MacBook Pro 15 inch with CD-ROM Drive (model: A1286) and iMac Wireless 1st Gen Keyboard (MC184LL/B), NOT compatible with other unmentioned models.', 'Provide full protection for your MacBook keyboard against dust, liquid spill (coffee/beer/milk), key wear, contaminates and more.', 'Engineered to fit precisely to your MacBook keyboard (US ANSI).', ""Made with premium engineering grade durable non-toxic silicone, ultra thin to 0.3mm won't hurt the screen and made it easier for typing."", 'Easy to apply and remove, completely washable and reusable. MOSISO 1 year warranty on every keyboard cover.']"
27,B00LGYP0HM,82W Silver Ticket in-Wall Speaker with Pivoting Tweeter (8 Inch in-Wall),Silver Ticket Products,4.7 out of 5 stars,525 ratings,"['Electronics', 'Home Audio', 'Speakers', 'Ceiling & In-Wall Speakers']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
28,B00MGFL1A0,ZOSI 960P HD 1.3MP Wireless IP Network Camera Weatherproof Outdoor Indoor security camera with 100ft (30m) IR Night Vision,ZOSI,3.5 out of 5 stars,19 ratings,"['Electronics', 'Camera & Photo', 'Video Surveillance', 'Surveillance Cameras', 'Bullet Cameras']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
29,B00LGZVLMO,Bluedio H-Turbine Wireless Bluetooth 5.0 Headphones Powerful Bass Over-ear Headset Bulit-in Microphone-Retail package Global release (Black),Bluedio,4.0 out of 5 stars,427 ratings,"['Electronics', 'Headphones', 'Over-Ear Headphones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
30,B00VAXRXTC,Zmodo Simplified PoE Security Camera Smart System 4 HD Weatherproof Cameras 4 Channel HDMI NVR 1TB Hard Drive,Zmodo,4.1 out of 5 stars,221 ratings,"['Electronics', 'Security & Surveillance', 'Surveillance Video Equipment', 'Surveillance DVR Kits']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
31,B00N3ZPDSS,0,0,0,0,0,0
32,B00O9OMEAC,0,0,0,0,0,0
33,B00QPI3EE0,"Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones, Earbuds, Earphones with Microphone (Pink)",Symphonized,4.3 out of 5 stars,385 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['HANDCRAFTED WITH GENUINE WOOD: These earphones produce a crisp powerful acoustic sound with strong deep bass. Studio-tuned audio with crystal clarity guaranteed.', 'UNIQUE IN-EAR CANAL DESIGN: These noise cancelling in-ear headphones reduce ambient noise for an exceptional audio experience.', 'COMFORT-FIT: Three sizes (S/M/L) of custom silicone ear tips to ensure a comfortable fit for everyone and one eco-friendly convenient carrying pouch included.', 'EASY TO USE: Answer or end calls, activate Voice Control, skip tracks with a smart built-in in-line microphone. The ear buds also have a sleek tangle-free nylon cord that comes in fourteen different colors.', 'COMPATIBILITY: With the stylish design and high-end sound quality, Symphonized earbuds are compatible with the latest generations of iPod, iPhone, and iPad. They work with all Androids, tablets, mp3 players, and related devices with a standard 3.5 mm jack.']"
34,B01E98XDJ8,0,0,0,0,0,0
35,B00MWH4FL4,"AC Infinity MULTIFAN S4, Quiet 140mm USB Fan for Receiver DVR Playstation Xbox Computer Cabinet Cooling",AC Infinity,4.7 out of 5 stars,539 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'Case Fans']","['Make sure this fits\nby entering your model number.', 'Ultra-quiet USB fan designed to cool various electronics and components.', 'Features a multi-speed controller to set the fan’s speed to optimal noise and airflow levels.', 'Dual-ball bearings have a lifespan of 67,000 hours and allows the fans to be laid flat or stand upright.', 'USB plug can power the fan through USB ports found behind popular AV electronics and game consoles.', 'Fan Size: 5.5 x 5.5 x 1 in. | Airflow: 57 CFM | Noise: 18 dBA | Bearings: Dual Ball']"
36,B00QPOYECU,"Newmowa Dual USB Charger for Panasonic DMW-BLF19 and Panasonic DMC-GH3,DMW-GH4",Newmowa,3.8 out of 5 stars,29 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Batteries & Chargers', 'Batteries']","['Make sure this fits\nby entering your model number.', 'Includes: 1 Dual USB Charger, 1 Micro USB Cable for the Panasonic DMW-BLF19', 'Input: 5V 2A; Output:8.4V 800mA*2', 'Allows you power the Dual USB Charger with included Wall USB Charger', 'Smart LED light indicated RED when charging and GREEN when complete', 'Charges two DMW-BLF19 camera batteries at the same time and Smart LED light indicated RED when charging and GREEN when complete']"
